x,y
0.0,25.105485232067508
0.3541076487252125,25.105485232067508
0.708215297450425,27.004219409282697
1.0623229461756376,27.004219409282697
1.41643059490085,26.79324894514768
1.7705382436260624,26.79324894514768
2.124645892351275,26.79324894514768
2.4787535410764874,26.79324894514768
2.8328611898017,26.582278481012654
3.186968838526912,26.582278481012654
3.5410764872521248,26.371308016877638
3.895184135977337,26.160337552742618
4.24929178470255,26.160337552742618
4.603399433427762,26.160337552742618
4.957507082152975,25.949367088607595
5.311614730878187,25.949367088607595
5.6657223796034,25.738396624472575
6.019830028328611,25.738396624472575
6.373937677053824,25.52742616033755
6.7280453257790365,25.105485232067508
7.0821529745042495,25.105485232067508
7.436260623229462,24.894514767932492
7.790368271954674,24.68354430379747
8.144475920679886,24.68354430379747
8.4985835694051,24.68354430379747
8.852691218130312,24.68354430379747
9.206798866855523,24.47257383966245
9.560906515580736,24.47257383966245
9.91501416430595,24.050632911392405
10.269121813031163,24.050632911392405
10.623229461756374,23.628691983122362
10.977337110481585,23.628691983122362
11.3314447592068,23.628691983122362
11.685552407932011,23.628691983122362
12.039660056657222,23.417721518987342
12.393767705382437,23.417721518987342
12.747875354107649,23.417721518987342
13.101983002832862,23.417721518987342
13.456090651558073,23.20675105485232
13.810198300283286,22.9957805907173
14.164305949008499,22.573839662447256
14.51841359773371,22.573839662447256
14.872521246458923,22.573839662447256
15.226628895184136,22.573839662447256
15.580736543909348,22.362869198312236
15.93484419263456,22.151898734177212
16.288951841359772,21.729957805907173
16.643059490084983,21.518987341772153
16.9971671388102,21.308016877637133
17.351274787535413,21.308016877637133
17.705382436260624,21.308016877637133
18.059490084985836,21.308016877637133
18.413597733711047,20.88607594936709
18.76770538243626,20.675105485232066
19.121813031161473,20.675105485232066
19.475920679886684,20.464135021097047
19.8300283286119,20.253164556962027
20.18413597733711,20.253164556962027
20.538243626062325,20.253164556962027
20.892351274787536,20.253164556962027
21.246458923512748,20.253164556962027
21.60056657223796,20.253164556962027
21.95467422096317,20.253164556962027
22.308781869688385,20.253164556962027
22.6628895184136,20.253164556962027
